"NIRCam Instrument Transmission -- exclusive of filters, DBS, and detectors",,,,,,,,,,
Wavelength,Collimator,SW_Triplet,SW_Mirrors,LW_triplet,LW_Mirrors,SW_Particulates,LW_Particulates,,NVR_Wavelength,NVR_Transmission
3.380,0.852,0.851,0.956,0.890,0.966,---,0.984,,,
3.381,0.852,0.851,0.956,0.890,0.966,---,0.984,,,
3.382,0.852,0.851,0.956,0.890,0.966,---,0.984,,,
3.383,0.852,0.851,0.956,0.890,0.966,---,0.984,,,
3.384,0.852,0.851,0.956,0.890,0.966,---,0.984,,,
3.385,0.852,0.851,0.956,0.890,0.966,---,0.984,,,
3.386,0.852,0.851,0.956,0.890,0.966,---,0.984,,,
3.387,0.852,0.851,0.956,0.890,0.966,---,0.984,,,
3.388,0.852,0.851,0.956,0.890,0.966,---,0.984,,,
3.389,0.852,0.851,0.956,0.890,0.966,---,0.984,,,
3.390,0.852,0.851,0.956,0.890,0.966,---,0.984,,,
3.391,0.852,0.851,0.956,0.890,0.966,---,0.984,,,
3.392,0.852,0.851,0.956,0.890,0.966,---,0.984,,,
3.393,0.852,0.851,0.956,0.890,0.966,---,0.984,,,
3.394,0.852,0.851,0.956,0.890,0.966,---,0.984,,,
3.395,0.852,0.851,0.956,0.890,0.966,---,0.984,,,
3.396,0.852,0.851,0.956,0.890,0.966,---,0.984,,,
3.397,0.852,0.851,0.956,0.890,0.966,---,0.984,,,
3.398,0.852,0.851,0.956,0.890,0.966,---,0.984,,,
3.399,0.852,0.851,0.956,0.890,0.966,---,0.984,,,
3.400,0.852,0.851,0.956,0.890,0.966,---,0.984,,,
3.401,0.852,0.851,0.956,0.890,0.966,---,0.984,,,
3.402,0.852,0.851,0.956,0.890,0.966,---,0.984,,,
3.403,0.852,0.851,0.956,0.890,0.966,---,0.984,,,
3.404,0.852,0.851,0.956,0.890,0.966,---,0.984,,,
3.405,0.852,0.851,0.956,0.890,0.966,---,0.984,,,
3.406,0.852,0.851,0.956,0.890,0.966,---,0.984,,,
3.407,0.852,0.851,0.956,0.890,0.966,---,0.984,,,
3.408,0.852,0.851,0.956,0.890,0.966,---,0.984,,,
3.409,0.852,0.851,0.956,0.890,0.966,---,0.984,,,
3.410,0.853,0.851,0.956,0.890,0.966,---,0.984,,,
3.411,0.853,0.851,0.956,0.890,0.966,---,0.984,,,
3.412,0.853,0.851,0.956,0.890,0.966,---,0.984,,,
3.413,0.853,0.851,0.956,0.890,0.966,---,0.984,,,
3.414,0.853,0.851,0.956,0.890,0.966,---,0.984,,,
3.415,0.853,0.852,0.956,0.890,0.966,---,0.984,,,
3.416,0.853,0.852,0.956,0.891,0.966,---,0.984,,,
3.417,0.853,0.852,0.956,0.891,0.966,---,0.984,,,
3.418,0.853,0.852,0.956,0.891,0.966,---,0.984,,,
3.419,0.853,0.852,0.956,0.891,0.966,---,0.984,,,
3.420,0.853,0.852,0.956,0.891,0.966,---,0.984,,,
3.421,0.853,0.852,0.956,0.891,0.966,---,0.984,,,
3.422,0.853,0.852,0.956,0.891,0.966,---,0.984,,,
3.423,0.853,0.852,0.956,0.891,0.966,---,0.984,,,
3.424,0.853,0.852,0.956,0.891,0.966,---,0.984,,,
3.425,0.853,0.852,0.956,0.891,0.966,---,0.984,,,
3.426,0.853,0.852,0.956,0.891,0.966,---,0.984,,,
3.427,0.853,0.852,0.956,0.891,0.966,---,0.984,,,
3.428,0.853,0.852,0.956,0.891,0.966,---,0.984,,,
3.429,0.853,0.852,0.956,0.891,0.966,---,0.984,,,
3.430,0.853,0.852,0.956,0.891,0.966,---,0.984,,,
3.431,0.853,0.852,0.956,0.891,0.966,---,0.984,,,
3.432,0.853,0.852,0.956,0.891,0.966,---,0.984,,,
3.433,0.853,0.852,0.956,0.891,0.966,---,0.984,,,
3.434,0.853,0.852,0.956,0.891,0.966,---,0.984,,,
3.435,0.853,0.852,0.956,0.891,0.966,---,0.984,,,
3.436,0.853,0.852,0.956,0.891,0.966,---,0.984,,,
3.437,0.853,0.852,0.956,0.891,0.966,---,0.984,,,
3.438,0.853,0.852,0.956,0.891,0.966,---,0.984,,,
3.439,0.853,0.852,0.956,0.891,0.966,---,0.984,,,
3.440,0.853,0.852,0.956,0.891,0.966,---,0.984,,,
3.441,0.853,0.852,0.956,0.891,0.966,---,0.984,,,
3.442,0.853,0.852,0.956,0.891,0.966,---,0.984,,,
3.443,0.853,0.852,0.956,0.891,0.966,---,0.984,,,
3.444,0.854,0.852,0.956,0.891,0.966,---,0.984,,,
3.445,0.854,0.852,0.956,0.891,0.966,---,0.984,,,
3.446,0.854,0.852,0.956,0.891,0.966,---,0.984,,,
3.447,0.854,0.852,0.956,0.891,0.966,---,0.984,,,
3.448,0.854,0.852,0.956,0.891,0.966,---,0.984,,,
3.449,0.854,0.852,0.956,0.892,0.966,---,0.984,,,
3.450,0.854,0.852,0.956,0.892,0.966,---,0.984,,,
3.451,0.854,0.852,0.956,0.892,0.966,---,0.984,,,
3.452,0.854,0.853,0.956,0.892,0.966,---,0.984,,,
3.453,0.854,0.853,0.956,0.892,0.966,---,0.984,,,
3.454,0.854,0.853,0.956,0.892,0.966,---,0.984,,,
3.455,0.854,0.853,0.956,0.892,0.966,---,0.984,,,
3.456,0.854,0.853,0.956,0.892,0.966,---,0.984,,,
3.457,0.854,0.853,0.956,0.892,0.966,---,0.984,,,
3.458,0.854,0.853,0.956,0.892,0.966,---,0.984,,,
3.459,0.854,0.853,0.956,0.892,0.966,---,0.984,,,
3.460,0.854,0.853,0.956,0.892,0.966,---,0.984,,,
3.461,0.854,0.853,0.956,0.892,0.966,---,0.984,,,
3.462,0.854,0.853,0.956,0.892,0.966,---,0.984,,,
3.463,0.854,0.853,0.956,0.892,0.966,---,0.984,,,
3.464,0.854,0.853,0.956,0.892,0.966,---,0.984,,,
3.465,0.854,0.853,0.956,0.892,0.966,---,0.984,,,
3.466,0.854,0.853,0.956,0.892,0.966,---,0.984,,,
3.467,0.854,0.853,0.956,0.892,0.966,---,0.984,,,
3.468,0.854,0.853,0.956,0.892,0.966,---,0.984,,,
3.469,0.854,0.853,0.956,0.892,0.966,---,0.984,,,
3.470,0.854,0.853,0.956,0.892,0.966,---,0.984,,,
3.471,0.854,0.853,0.956,0.892,0.966,---,0.984,,,
3.472,0.854,0.853,0.956,0.892,0.966,---,0.984,,,
3.473,0.854,0.853,0.956,0.892,0.966,---,0.984,,,
3.474,0.854,0.853,0.956,0.892,0.966,---,0.984,,,
3.475,0.854,0.853,0.956,0.892,0.966,---,0.984,,,
3.476,0.854,0.853,0.956,0.892,0.966,---,0.984,,,
3.477,0.855,0.853,0.956,0.892,0.966,---,0.984,,,
3.478,0.855,0.853,0.956,0.892,0.966,---,0.984,,,
3.479,0.855,0.853,0.956,0.892,0.966,---,0.984,,,
3.480,0.855,0.853,0.956,0.893,0.966,---,0.984,,,
3.481,0.855,0.853,0.956,0.893,0.966,---,0.984,,,
3.482,0.855,0.853,0.956,0.893,0.966,---,0.984,,,
3.483,0.855,0.853,0.956,0.893,0.966,---,0.984,,,
3.484,0.855,0.853,0.956,0.893,0.966,---,0.984,,,
3.485,0.855,0.853,0.956,0.893,0.966,---,0.984,,,
3.486,0.855,0.853,0.956,0.893,0.966,---,0.984,,,
3.487,0.855,0.854,0.956,0.893,0.966,---,0.984,,,
3.488,0.855,0.854,0.956,0.893,0.966,---,0.984,,,
3.489,0.855,0.854,0.956,0.893,0.966,---,0.984,,,
3.490,0.855,0.854,0.956,0.893,0.966,---,0.984,,,
3.491,0.855,0.854,0.956,0.893,0.966,---,0.984,,,
3.492,0.855,0.854,0.956,0.893,0.966,---,0.984,,,
3.493,0.855,0.854,0.956,0.893,0.966,---,0.984,,,
3.494,0.855,0.854,0.956,0.893,0.966,---,0.984,,,
3.495,0.855,0.854,0.956,0.893,0.966,---,0.984,,,
3.496,0.855,0.854,0.956,0.893,0.966,---,0.984,,,
3.497,0.855,0.854,0.956,0.893,0.966,---,0.984,,,
3.498,0.855,0.854,0.956,0.893,0.966,---,0.984,,,
3.499,0.855,0.854,0.956,0.893,0.966,---,0.984,,,
3.500,0.855,0.854,0.956,0.893,0.966,---,0.984,,,
3.501,0.855,0.854,0.956,0.893,0.966,---,0.984,,,
3.502,0.855,0.854,0.956,0.893,0.966,---,0.984,,,
3.503,0.855,0.854,0.956,0.893,0.966,---,0.984,,,
3.504,0.855,0.854,0.956,0.893,0.966,---,0.984,,,
3.505,0.855,0.854,0.956,0.893,0.966,---,0.984,,,
3.506,0.855,0.854,0.956,0.893,0.966,---,0.984,,,
3.507,0.855,0.854,0.956,0.893,0.966,---,0.984,,,
3.508,0.856,0.854,0.956,0.893,0.966,---,0.984,,,
3.509,0.856,0.854,0.956,0.893,0.966,---,0.984,,,
3.510,0.856,0.854,0.956,0.893,0.966,---,0.984,,,
3.511,0.856,0.854,0.956,0.894,0.966,---,0.984,,,
3.512,0.856,0.854,0.956,0.894,0.966,---,0.984,,,
3.513,0.856,0.854,0.956,0.894,0.966,---,0.984,,,
3.514,0.856,0.854,0.956,0.894,0.966,---,0.984,,,
3.515,0.856,0.854,0.956,0.894,0.966,---,0.984,,,
3.516,0.856,0.854,0.956,0.894,0.966,---,0.984,,,
3.517,0.856,0.854,0.956,0.894,0.966,---,0.984,,,
3.518,0.856,0.854,0.956,0.894,0.966,---,0.984,,,
3.519,0.856,0.854,0.956,0.894,0.966,---,0.984,,,
3.520,0.856,0.854,0.956,0.894,0.966,---,0.984,,,
3.521,0.856,0.855,0.956,0.894,0.966,---,0.984,,,
3.522,0.856,0.855,0.956,0.894,0.966,---,0.984,,,
3.523,0.856,0.855,0.956,0.894,0.966,---,0.984,,,
3.524,0.856,0.855,0.956,0.894,0.966,---,0.984,,,
3.525,0.856,0.855,0.956,0.894,0.966,---,0.984,,,
3.526,0.856,0.855,0.956,0.894,0.966,---,0.984,,,
3.527,0.856,0.855,0.956,0.894,0.966,---,0.984,,,
3.528,0.856,0.855,0.956,0.894,0.966,---,0.984,,,
3.529,0.856,0.855,0.956,0.894,0.966,---,0.984,,,
3.530,0.856,0.855,0.956,0.894,0.966,---,0.984,,,
3.531,0.856,0.855,0.956,0.894,0.966,---,0.984,,,
3.532,0.856,0.855,0.956,0.894,0.966,---,0.984,,,
3.533,0.856,0.855,0.956,0.894,0.966,---,0.984,,,
3.534,0.856,0.855,0.956,0.894,0.966,---,0.984,,,
3.535,0.857,0.855,0.956,0.894,0.966,---,0.984,,,
3.536,0.857,0.855,0.956,0.894,0.966,---,0.984,,,
3.537,0.857,0.855,0.956,0.894,0.966,---,0.984,,,
3.538,0.857,0.855,0.956,0.894,0.966,---,0.984,,,
3.539,0.857,0.855,0.956,0.894,0.966,---,0.984,,,
3.540,0.857,0.855,0.956,0.894,0.966,---,0.984,,,
3.541,0.857,0.855,0.956,0.894,0.966,---,0.984,,,
3.542,0.857,0.855,0.956,0.894,0.966,---,0.984,,,
3.543,0.857,0.856,0.956,0.895,0.966,---,0.984,,,
3.544,0.857,0.856,0.956,0.895,0.966,---,0.984,,,
3.545,0.857,0.856,0.956,0.895,0.966,---,0.984,,,
3.546,0.857,0.856,0.956,0.895,0.966,---,0.984,,,
3.547,0.857,0.856,0.956,0.895,0.966,---,0.984,,,
3.548,0.857,0.856,0.956,0.895,0.966,---,0.984,,,
3.549,0.857,0.856,0.956,0.895,0.966,---,0.984,,,
3.550,0.857,0.856,0.956,0.895,0.966,---,0.984,,,
3.551,0.857,0.856,0.956,0.895,0.966,---,0.984,,,
3.552,0.858,0.856,0.956,0.895,0.966,---,0.984,,,
3.553,0.858,0.856,0.956,0.895,0.966,---,0.984,,,
3.554,0.858,0.856,0.956,0.895,0.966,---,0.984,,,
3.555,0.858,0.856,0.956,0.895,0.966,---,0.984,,,
3.556,0.858,0.856,0.956,0.895,0.966,---,0.984,,,
3.557,0.858,0.856,0.956,0.895,0.966,---,0.984,,,
3.558,0.858,0.856,0.956,0.895,0.966,---,0.984,,,
3.559,0.858,0.856,0.956,0.895,0.966,---,0.984,,,
3.560,0.858,0.856,0.956,0.895,0.966,---,0.984,,,
3.561,0.858,0.857,0.956,0.895,0.966,---,0.984,,,
3.562,0.858,0.857,0.956,0.895,0.966,---,0.984,,,
3.563,0.858,0.857,0.956,0.895,0.966,---,0.984,,,
3.564,0.858,0.857,0.956,0.895,0.966,---,0.984,,,
3.565,0.858,0.857,0.956,0.895,0.966,---,0.984,,,
3.566,0.858,0.857,0.956,0.895,0.966,---,0.984,,,
3.567,0.858,0.857,0.956,0.895,0.966,---,0.984,,,
3.568,0.858,0.857,0.956,0.895,0.966,---,0.984,,,
3.569,0.859,0.857,0.956,0.895,0.966,---,0.984,,,
3.570,0.859,0.857,0.956,0.895,0.966,---,0.984,,,
3.571,0.859,0.857,0.956,0.895,0.966,---,0.984,,,
3.572,0.859,0.857,0.956,0.895,0.966,---,0.984,,,
3.573,0.859,0.857,0.956,0.895,0.966,---,0.984,,,
3.574,0.859,0.857,0.956,0.895,0.966,---,0.984,,,
3.575,0.859,0.857,0.956,0.895,0.966,---,0.984,,,
3.576,0.859,0.857,0.956,0.895,0.966,---,0.984,,,
3.577,0.859,0.857,0.956,0.895,0.966,---,0.984,,,
3.578,0.859,0.857,0.956,0.896,0.966,---,0.984,,,
3.579,0.859,0.858,0.956,0.896,0.966,---,0.984,,,
3.580,0.859,0.858,0.956,0.896,0.966,---,0.984,,,
3.581,0.859,0.858,0.956,0.896,0.966,---,0.984,,,
3.582,0.859,0.858,0.956,0.896,0.966,---,0.984,,,
3.583,0.859,0.858,0.956,0.896,0.966,---,0.984,,,
3.584,0.859,0.858,0.956,0.896,0.966,---,0.984,,,
3.585,0.860,0.858,0.956,0.896,0.966,---,0.984,,,
3.586,0.860,0.858,0.956,0.896,0.966,---,0.984,,,
3.587,0.860,0.858,0.956,0.896,0.966,---,0.984,,,
3.588,0.860,0.858,0.956,0.896,0.966,---,0.984,,,
3.589,0.860,0.858,0.956,0.896,0.966,---,0.984,,,
3.590,0.860,0.858,0.956,0.896,0.966,---,0.984,,,
3.591,0.860,0.858,0.956,0.896,0.966,---,0.984,,,
3.592,0.860,0.858,0.956,0.896,0.966,---,0.984,,,
3.593,0.860,0.858,0.956,0.896,0.966,---,0.984,,,
3.594,0.860,0.858,0.956,0.896,0.966,---,0.984,,,
3.595,0.860,0.858,0.956,0.896,0.966,---,0.984,,,
3.596,0.860,0.858,0.956,0.896,0.966,---,0.984,,,
3.597,0.860,0.859,0.956,0.896,0.966,---,0.984,,,
3.598,0.860,0.859,0.956,0.896,0.966,---,0.984,,,
3.599,0.860,0.859,0.956,0.896,0.966,---,0.984,,,
3.600,0.860,0.859,0.956,0.896,0.966,---,0.984,,,
3.601,0.860,0.859,0.956,0.896,0.966,---,0.984,,,
3.602,0.860,0.859,0.956,0.896,0.966,---,0.984,,,
3.603,0.860,0.859,0.956,0.896,0.966,---,0.984,,,
3.604,0.861,0.859,0.956,0.896,0.966,---,0.984,,,
3.605,0.861,0.859,0.956,0.896,0.966,---,0.984,,,
3.606,0.861,0.859,0.956,0.896,0.966,---,0.984,,,
3.607,0.861,0.859,0.956,0.896,0.966,---,0.984,,,
3.608,0.861,0.859,0.956,0.896,0.966,---,0.984,,,
3.609,0.861,0.859,0.956,0.896,0.966,---,0.984,,,
3.610,0.861,0.859,0.956,0.896,0.966,---,0.984,,,
3.611,0.861,0.859,0.956,0.896,0.966,---,0.984,,,
3.612,0.861,0.859,0.956,0.896,0.966,---,0.984,,,
3.613,0.861,0.859,0.956,0.896,0.966,---,0.984,,,
3.614,0.861,0.859,0.956,0.896,0.966,---,0.984,,,
3.615,0.861,0.859,0.956,0.896,0.966,---,0.984,,,
3.616,0.861,0.859,0.956,0.896,0.966,---,0.984,,,
3.617,0.861,0.859,0.956,0.896,0.966,---,0.984,,,
3.618,0.861,0.859,0.956,0.896,0.966,---,0.984,,,
3.619,0.861,0.859,0.956,0.896,0.966,---,0.984,,,
3.620,0.861,0.859,0.956,0.897,0.966,---,0.984,,,
3.621,0.861,0.859,0.956,0.897,0.966,---,0.984,,,
3.622,0.861,0.859,0.956,0.897,0.966,---,0.984,,,
3.623,0.861,0.859,0.956,0.897,0.966,---,0.984,,,
3.624,0.861,0.859,0.956,0.897,0.966,---,0.984,,,
3.625,0.861,0.859,0.956,0.897,0.966,---,0.984,,,
3.626,0.861,0.859,0.956,0.897,0.966,---,0.984,,,
3.627,0.861,0.859,0.956,0.897,0.966,---,0.984,,,
3.628,0.861,0.859,0.956,0.897,0.966,---,0.984,,,
3.629,0.861,0.859,0.956,0.897,0.966,---,0.984,,,
3.630,0.861,0.859,0.956,0.897,0.966,---,0.984,,,
3.631,0.861,0.859,0.956,0.897,0.966,---,0.984,,,
3.632,0.861,0.859,0.956,0.897,0.966,---,0.984,,,
3.633,0.861,0.859,0.956,0.897,0.966,---,0.984,,,
3.634,0.861,0.859,0.956,0.897,0.966,---,0.984,,,
3.635,0.861,0.859,0.956,0.897,0.966,---,0.984,,,
3.636,0.861,0.859,0.956,0.897,0.966,---,0.984,,,
3.637,0.861,0.859,0.956,0.897,0.966,---,0.984,,,
3.638,0.861,0.859,0.956,0.897,0.966,---,0.984,,,
3.639,0.861,0.859,0.956,0.897,0.966,---,0.984,,,
3.640,0.861,0.859,0.956,0.897,0.966,---,0.984,,,
3.641,0.861,0.859,0.956,0.897,0.966,---,0.984,,,
3.642,0.861,0.859,0.956,0.897,0.966,---,0.984,,,
3.643,0.861,0.859,0.956,0.897,0.966,---,0.984,,,
3.644,0.861,0.859,0.956,0.897,0.966,---,0.984,,,
3.645,0.861,0.860,0.956,0.897,0.966,---,0.984,,,
3.646,0.861,0.860,0.956,0.897,0.966,---,0.984,,,
3.647,0.861,0.860,0.956,0.897,0.966,---,0.984,,,
3.648,0.861,0.860,0.956,0.897,0.966,---,0.984,,,
3.649,0.861,0.860,0.956,0.897,0.966,---,0.984,,,
3.650,0.862,0.860,0.956,0.897,0.966,---,0.984,,,
3.651,0.862,0.860,0.956,0.897,0.966,---,0.984,,,
3.652,0.862,0.860,0.956,0.897,0.966,---,0.984,,,
3.653,0.862,0.860,0.956,0.897,0.966,---,0.984,,,
3.654,0.862,0.860,0.956,0.897,0.966,---,0.984,,,
3.655,0.862,0.860,0.956,0.897,0.966,---,0.984,,,
3.656,0.862,0.860,0.956,0.897,0.966,---,0.984,,,
3.657,0.862,0.860,0.956,0.897,0.966,---,0.984,,,
3.658,0.862,0.860,0.956,0.897,0.966,---,0.984,,,
3.659,0.862,0.860,0.956,0.897,0.966,---,0.984,,,
3.660,0.862,0.860,0.956,0.897,0.966,---,0.984,,,
3.661,0.862,0.860,0.956,0.897,0.966,---,0.984,,,
3.662,0.862,0.860,0.956,0.897,0.966,---,0.984,,,
3.663,0.862,0.860,0.956,0.897,0.966,---,0.984,,,
3.664,0.862,0.860,0.956,0.897,0.966,---,0.984,,,
3.665,0.862,0.860,0.956,0.897,0.966,---,0.984,,,
3.666,0.862,0.860,0.956,0.897,0.966,---,0.984,,,
3.667,0.862,0.860,0.956,0.897,0.966,---,0.984,,,
3.668,0.862,0.860,0.956,0.897,0.966,---,0.984,,,
3.669,0.862,0.860,0.956,0.897,0.966,---,0.984,,,
3.670,0.862,0.860,0.956,0.898,0.966,---,0.984,,,
3.671,0.862,0.860,0.956,0.898,0.966,---,0.984,,,
3.672,0.862,0.860,0.956,0.898,0.966,---,0.984,,,
3.673,0.862,0.860,0.956,0.898,0.966,---,0.984,,,
3.674,0.862,0.860,0.956,0.898,0.966,---,0.984,,,
3.675,0.862,0.860,0.956,0.898,0.966,---,0.984,,,
3.676,0.862,0.860,0.956,0.898,0.966,---,0.984,,,
3.677,0.862,0.860,0.956,0.898,0.966,---,0.984,,,
3.678,0.862,0.860,0.956,0.898,0.966,---,0.984,,,
3.679,0.862,0.860,0.956,0.898,0.966,---,0.984,,,
3.680,0.862,0.860,0.956,0.898,0.966,---,0.984,,,
3.681,0.862,0.860,0.956,0.898,0.966,---,0.984,,,
3.682,0.862,0.860,0.956,0.898,0.966,---,0.984,,,
3.683,0.862,0.860,0.956,0.898,0.966,---,0.984,,,
3.684,0.862,0.860,0.956,0.898,0.966,---,0.984,,,
3.685,0.862,0.860,0.956,0.898,0.966,---,0.984,,,
3.686,0.862,0.860,0.956,0.898,0.966,---,0.984,,,
3.687,0.862,0.860,0.956,0.898,0.966,---,0.984,,,
3.688,0.862,0.860,0.956,0.898,0.966,---,0.984,,,
3.689,0.862,0.860,0.956,0.898,0.966,---,0.984,,,
3.690,0.862,0.860,0.956,0.898,0.966,---,0.984,,,
3.691,0.862,0.860,0.956,0.898,0.966,---,0.984,,,
3.692,0.862,0.860,0.956,0.898,0.966,---,0.984,,,
3.693,0.862,0.860,0.956,0.898,0.966,---,0.984,,,
3.694,0.863,0.860,0.956,0.898,0.966,---,0.984,,,
3.695,0.863,0.860,0.956,0.898,0.966,---,0.984,,,
3.696,0.863,0.861,0.956,0.898,0.966,---,0.984,,,
3.697,0.863,0.861,0.956,0.898,0.966,---,0.984,,,
3.698,0.863,0.861,0.956,0.898,0.966,---,0.984,,,
3.699,0.863,0.861,0.956,0.898,0.966,---,0.984,,,
3.700,0.863,0.861,0.956,0.898,0.966,---,0.984,,,
3.701,0.863,0.861,0.956,0.898,0.966,---,0.984,,,
3.702,0.863,0.861,0.956,0.898,0.966,---,0.984,,,
3.703,0.863,0.861,0.956,0.898,0.966,---,0.984,,,
3.704,0.863,0.861,0.956,0.898,0.966,---,0.984,,,
3.705,0.863,0.861,0.956,0.898,0.966,---,0.984,,,
3.706,0.863,0.861,0.956,0.898,0.966,---,0.984,,,
3.707,0.863,0.861,0.956,0.898,0.966,---,0.984,,,
3.708,0.863,0.861,0.956,0.898,0.966,---,0.984,,,
3.709,0.863,0.861,0.956,0.898,0.966,---,0.984,,,
3.710,0.863,0.861,0.956,0.898,0.966,---,0.984,,,
3.711,0.863,0.861,0.956,0.898,0.966,---,0.984,,,
3.712,0.863,0.861,0.956,0.898,0.966,---,0.984,,,
3.713,0.863,0.861,0.956,0.898,0.966,---,0.984,,,
3.714,0.863,0.861,0.956,0.898,0.966,---,0.984,,,
3.715,0.863,0.861,0.956,0.898,0.966,---,0.984,,,
3.716,0.863,0.861,0.956,0.898,0.966,---,0.984,,,
3.717,0.863,0.861,0.956,0.898,0.966,---,0.984,,,
3.718,0.863,0.861,0.956,0.898,0.966,---,0.984,,,
3.719,0.863,0.861,0.956,0.898,0.966,---,0.984,,,
3.720,0.863,0.861,0.956,0.898,0.966,---,0.984,,,
3.721,0.863,0.861,0.956,0.898,0.966,---,0.984,,,
3.722,0.863,0.861,0.956,0.898,0.966,---,0.984,,,
3.723,0.863,0.861,0.956,0.898,0.966,---,0.984,,,
3.724,0.863,0.861,0.956,0.898,0.966,---,0.984,,,
3.725,0.863,0.861,0.956,0.898,0.966,---,0.984,,,
3.726,0.863,0.861,0.956,0.898,0.966,---,0.984,,,
3.727,0.863,0.861,0.956,0.898,0.966,---,0.984,,,
3.728,0.863,0.861,0.956,0.898,0.966,---,0.984,,,
3.729,0.863,0.861,0.956,0.898,0.966,---,0.984,,,
3.730,0.863,0.861,0.956,0.898,0.966,---,0.984,,,
3.731,0.863,0.861,0.956,0.898,0.966,---,0.984,,,
3.732,0.863,0.861,0.956,0.898,0.966,---,0.984,,,
3.733,0.863,0.861,0.956,0.898,0.966,---,0.984,,,
3.734,0.863,0.861,0.956,0.898,0.966,---,0.984,,,
3.735,0.863,0.861,0.956,0.898,0.966,---,0.984,,,
3.736,0.864,0.861,0.956,0.898,0.966,---,0.984,,,
3.737,0.864,0.861,0.956,0.898,0.966,---,0.984,,,
3.738,0.864,0.861,0.956,0.898,0.966,---,0.984,,,
3.739,0.864,0.861,0.956,0.898,0.966,---,0.984,,,
3.740,0.864,0.861,0.956,0.898,0.966,---,0.984,,,
3.741,0.864,0.861,0.956,0.899,0.966,---,0.984,,,
3.742,0.864,0.861,0.956,0.899,0.966,---,0.984,,,
3.743,0.864,0.861,0.956,0.899,0.966,---,0.984,,,
3.744,0.864,0.861,0.956,0.899,0.966,---,0.984,,,
3.745,0.864,0.861,0.956,0.899,0.966,---,0.984,,,
3.746,0.864,0.862,0.956,0.899,0.966,---,0.984,,,
3.747,0.864,0.862,0.956,0.899,0.966,---,0.984,,,
3.748,0.864,0.862,0.956,0.899,0.966,---,0.984,,,
3.749,0.864,0.862,0.956,0.899,0.966,---,0.984,,,
3.750,0.864,0.862,0.956,0.899,0.966,---,0.984,,,
3.751,0.864,0.862,0.956,0.899,0.966,---,0.984,,,
3.752,0.864,0.862,0.956,0.899,0.966,---,0.984,,,
3.753,0.864,0.862,0.956,0.899,0.966,---,0.984,,,
3.754,0.864,0.862,0.956,0.899,0.966,---,0.984,,,
3.755,0.864,0.862,0.956,0.899,0.966,---,0.984,,,
3.756,0.864,0.862,0.956,0.899,0.966,---,0.984,,,
3.757,0.864,0.862,0.956,0.899,0.966,---,0.984,,,
3.758,0.864,0.862,0.956,0.899,0.966,---,0.984,,,
3.759,0.864,0.862,0.956,0.899,0.966,---,0.984,,,
3.760,0.864,0.862,0.956,0.899,0.966,---,0.984,,,
3.761,0.864,0.862,0.956,0.899,0.966,---,0.984,,,
3.762,0.864,0.862,0.956,0.899,0.966,---,0.984,,,
3.763,0.864,0.862,0.956,0.899,0.966,---,0.984,,,
3.764,0.864,0.862,0.956,0.899,0.966,---,0.984,,,
3.765,0.864,0.862,0.956,0.899,0.966,---,0.984,,,
3.766,0.864,0.862,0.956,0.899,0.966,---,0.984,,,
3.767,0.864,0.862,0.956,0.899,0.966,---,0.984,,,
3.768,0.864,0.862,0.956,0.899,0.966,---,0.984,,,
3.769,0.864,0.862,0.956,0.899,0.966,---,0.984,,,
3.770,0.864,0.862,0.956,0.899,0.966,---,0.984,,,
3.771,0.864,0.862,0.956,0.899,0.966,---,0.984,,,
3.772,0.864,0.862,0.956,0.899,0.966,---,0.984,,,
3.773,0.864,0.862,0.956,0.899,0.966,---,0.984,,,
3.774,0.864,0.862,0.956,0.899,0.966,---,0.984,,,
3.775,0.864,0.862,0.956,0.899,0.966,---,0.984,,,
3.776,0.864,0.862,0.956,0.899,0.966,---,0.984,,,
3.777,0.865,0.862,0.956,0.899,0.966,---,0.984,,,
3.778,0.865,0.862,0.956,0.899,0.966,---,0.984,,,
3.779,0.865,0.862,0.956,0.899,0.966,---,0.984,,,
3.780,0.865,0.862,0.956,0.899,0.966,---,0.984,,,
3.781,0.865,0.862,0.956,0.899,0.966,---,0.984,,,
3.782,0.865,0.862,0.956,0.899,0.966,---,0.984,,,
3.783,0.865,0.862,0.956,0.899,0.966,---,0.984,,,
3.784,0.865,0.862,0.956,0.899,0.966,---,0.984,,,
3.785,0.865,0.862,0.956,0.899,0.966,---,0.984,,,
3.786,0.865,0.862,0.956,0.899,0.966,---,0.984,,,
3.787,0.865,0.862,0.956,0.899,0.966,---,0.984,,,
3.788,0.865,0.862,0.956,0.899,0.966,---,0.984,,,
3.789,0.865,0.862,0.956,0.899,0.966,---,0.984,,,
3.790,0.865,0.862,0.956,0.899,0.966,---,0.984,,,
3.791,0.865,0.862,0.956,0.899,0.966,---,0.984,,,
3.792,0.865,0.862,0.956,0.899,0.966,---,0.984,,,
3.793,0.865,0.862,0.956,0.899,0.966,---,0.984,,,
3.794,0.865,0.862,0.956,0.899,0.966,---,0.984,,,
3.795,0.865,0.863,0.956,0.899,0.966,---,0.984,,,
3.796,0.865,0.863,0.956,0.899,0.966,---,0.984,,,
3.797,0.865,0.863,0.956,0.899,0.966,---,0.984,,,
3.798,0.865,0.863,0.956,0.899,0.966,---,0.984,,,
3.799,0.865,0.863,0.956,0.899,0.966,---,0.984,,,
